Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Certainty.Level,Modification,Motivation,Last.Manual.Present.Natural.Modification,Number.Cells.Current.Range,Number.Cells.Present.Natural.Range,Change.In.Cells
Talpa_davidiana,Eulipotyphla,Talpidae,Talpa,davidiana,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,25,36,11
Talpa_europaea,Eulipotyphla,Talpidae,Talpa,europaea,0) Present Natural range identical to IUCN range,None,NA,NA,854,854,0
Talpa_levantis,Eulipotyphla,Talpidae,Talpa,levantis,0) Present Natural range identical to IUCN range,None,NA,NA,117,117,0
Talpa_occidentalis,Eulipotyphla,Talpidae,Talpa,occidentalis,0) Present Natural range identical to IUCN range,None,NA,NA,72,72,0
Talpa_romana,Eulipotyphla,Talpidae,Talpa,romana,0) Present Natural range identical to IUCN range,None,NA,NA,27,27,0
Talpa_stankovici,Eulipotyphla,Talpidae,Talpa,stankovici,0) Present Natural range identical to IUCN range,None,NA,NA,15,15,0
Tamandua_mexicana,Pilosa,Myrmecophagidae,Tamandua,mexicana,0) Present Natural range identical to IUCN range,None,NA,NA,264,264,0
Tamandua_tetradactyla,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,0) Present Natural range identical to IUCN range,None,NA,NA,1491,1491,0
Tamias_striatus,Rodentia,Sciuridae,Tamias,striatus,0) Present Natural range identical to IUCN range,None,NA,NA,563,563,0
Tamiasciurus_douglasii,Rodentia,Sciuridae,Tamiasciurus,douglasii,0) Present Natural range identical to IUCN range,None,NA,NA,90,90,0
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,0) Present Natural range identical to IUCN range,None,NA,NA,1370,1370,0
Tamiasciurus_mearnsi,Rodentia,Sciuridae,Tamiasciurus,mearnsi,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Tamiops_macclellandii,Rodentia,Sciuridae,Tamiops,macclellandii,0) Present Natural range identical to IUCN range,None,NA,NA,242,242,0
Tamiops_maritimus,Rodentia,Sciuridae,Tamiops,maritimus,0) Present Natural range identical to IUCN range,None,NA,NA,256,256,0
Tamiops_rodolphii,Rodentia,Sciuridae,Tamiops,rodolphii,0) Present Natural range identical to IUCN range,None,NA,NA,92,92,0
Tamiops_swinhoei,Rodentia,Sciuridae,Tamiops,swinhoei,0) Present Natural range identical to IUCN range,None,NA,NA,154,154,0
Tapecomys_primus,Rodentia,Cricetidae,Tapecomys,primus,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Taphozous_achates,Chiroptera,Emballonuridae,Taphozous,achates,0) Present Natural range identical to IUCN range,None,NA,NA,25,25,0
Taphozous_australis,Chiroptera,Emballonuridae,Taphozous,australis,0) Present Natural range identical to IUCN range,None,NA,NA,36,36,0
Taphozous_georgianus,Chiroptera,Emballonuridae,Taphozous,georgianus,0) Present Natural range identical to IUCN range,None,NA,NA,185,185,0
Taphozous_hamiltoni,Chiroptera,Emballonuridae,Taphozous,hamiltoni,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,16,25,9
Taphozous_hildegardeae,Chiroptera,Emballonuridae,Taphozous,hildegardeae,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,17,28,11
Taphozous_hilli,Chiroptera,Emballonuridae,Taphozous,hilli,0) Present Natural range identical to IUCN range,None,NA,NA,194,194,0
Taphozous_kapalgensis,Chiroptera,Emballonuridae,Taphozous,kapalgensis,0) Present Natural range identical to IUCN range,None,NA,NA,26,26,0
Taphozous_longimanus,Chiroptera,Emballonuridae,Taphozous,longimanus,0) Present Natural range identical to IUCN range,None,NA,NA,686,686,0
Taphozous_mauritianus,Chiroptera,Emballonuridae,Taphozous,mauritianus,0) Present Natural range identical to IUCN range,None,NA,NA,1255,1255,0
Taphozous_melanopogon,Chiroptera,Emballonuridae,Taphozous,melanopogon,0) Present Natural range identical to IUCN range,None,NA,NA,934,934,0
Taphozous_nudiventris,Chiroptera,Emballonuridae,Taphozous,nudiventris,0) Present Natural range identical to IUCN range,None,NA,NA,255,255,0
Taphozous_perforatus,Chiroptera,Emballonuridae,Taphozous,perforatus,0) Present Natural range identical to IUCN range,None,NA,NA,427,427,0
Taphozous_theobaldi,Chiroptera,Emballonuridae,Taphozous,theobaldi,0) Present Natural range identical to IUCN range,None,NA,NA,189,189,0
Taphozous_troughtoni,Chiroptera,Emballonuridae,Taphozous,troughtoni,0) Present Natural range identical to IUCN range,None,NA,NA,108,108,0
Tapirus_augustus,Perissodactyla,Tapiridae,Tapirus,augustus,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,450,450
Tapirus_bairdii,Perissodactyla,Tapiridae,Tapirus,bairdii,0) Present Natural range identical to IUCN range,None,Added cells coded Extinct or Possibly Extinct by IUCN.,NA,143,149,6
Tapirus_indicus,Perissodactyla,Tapiridae,Tapirus,indicus,2) Range expansions based on other sources for species with known range declines,Added historic range.,"Mohd Khan bin Momin Khan.   Status and action plan of the Malayan tapir (Tapirus indicus). (1997)  InTapirs - Status Survey and Conservation Action Plan.  IUCN/SSC Tapir Specialist Group. Compiled by D. M. Brooks, R. E. Bodmer, and S. Matola.  IUCN, Gland, Switzerland and Cambridge, UK.  Available online at http://www.tapirback.com/tapirgal/iucn-ssc/tsg/action97/default.htm.",Version 1.0,73,180,107
Tapirus_merriami,Perissodactyla,Tapiridae,Tapirus,merriami,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,629,629
Tapirus_pinchaque,Perissodactyla,Tapiridae,Tapirus,pinchaque,2) Range expansions based on other sources for species with known range declines,Added historic range.,Status and Action Plan of the Mountain Tapir (Tapirus pinchaque). Craig C. Downer (1997). Both suggested and confirmed range added.,Version 1.0,33,64,31
Tapirus_rondoniensis,Perissodactyla,Tapiridae,Tapirus,rondoniensis,7) Estimation of ranges based on the natural ranges of the extinct species that the target species co-occurred with at fossil sites,Disjunct ranges connected.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,1257,1257
Tapirus_terrestris,Perissodactyla,Tapiridae,Tapirus,terrestris,0) Present Natural range identical to IUCN range,None,Added cells coded Extinct or Possibly Extinct by IUCN.,NA,1376,1543,167
Tapirus_veroensis,Perissodactyla,Tapiridae,Tapirus,veroensis,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,1103,1103
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,0) Present Natural range identical to IUCN range,None,NA,NA,50,50,0
Tarsius_bancanus,Primates,Tarsiidae,Tarsius,bancanus,0) Present Natural range identical to IUCN range,None,NA,NA,137,137,0
Tarsius_dentatus,Primates,Tarsiidae,Tarsius,dentatus,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Tarsius_lariang,Primates,Tarsiidae,Tarsius,lariang,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Tarsius_pelengensis,Primates,Tarsiidae,Tarsius,pelengensis,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Tarsius_pumilus,Primates,Tarsiidae,Tarsius,pumilus,0) Present Natural range identical to IUCN range,None,NA,NA,9,9,0
Tarsius_sangirensis,Primates,Tarsiidae,Tarsius,sangirensis,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Tarsius_syrichta,Primates,Tarsiidae,Tarsius,syrichta,0) Present Natural range identical to IUCN range,None,NA,NA,35,35,0
Tarsius_tarsier,Primates,Tarsiidae,Tarsius,tarsier,0) Present Natural range identical to IUCN range,None,NA,NA,48,48,0
Tarsius_tumpara,Primates,Tarsiidae,Tarsius,tumpara,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Tarsius_wallacei,Primates,Tarsiidae,Tarsius,wallacei,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Tarsomys_apoensis,Rodentia,Muridae,Tarsomys,apoensis,0) Present Natural range identical to IUCN range,None,NA,NA,8,8,0
Tarsomys_echinatus,Rodentia,Muridae,Tarsomys,echinatus,0) Present Natural range identical to IUCN range,None,NA,NA,3,3,0
Tasmacetus_shepherdi,Cetartiodactyla,Ziphiidae,Tasmacetus,shepherdi,0) Present Natural range identical to IUCN range,None,NA,NA,6586,6586,0
Tateomys_macrocercus,Rodentia,Muridae,Tateomys,macrocercus,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Tateomys_rhinogradoides,Rodentia,Muridae,Tateomys,rhinogradoides,0) Present Natural range identical to IUCN range,None,NA,NA,5,5,0
Tatera_indica,Rodentia,Muridae,Tatera,indica,0) Present Natural range identical to IUCN range,None,NA,NA,636,636,0
Taterillus_arenarius,Rodentia,Muridae,Taterillus,arenarius,0) Present Natural range identical to IUCN range,None,NA,NA,69,69,0
Taterillus_congicus,Rodentia,Muridae,Taterillus,congicus,0) Present Natural range identical to IUCN range,None,NA,NA,172,172,0
Taterillus_emini,Rodentia,Muridae,Taterillus,emini,0) Present Natural range identical to IUCN range,None,NA,NA,469,469,0
Taterillus_gracilis,Rodentia,Muridae,Taterillus,gracilis,0) Present Natural range identical to IUCN range,None,NA,NA,283,283,0
Taterillus_lacustris,Rodentia,Muridae,Taterillus,lacustris,0) Present Natural range identical to IUCN range,None,NA,NA,12,12,0
Taterillus_petteri,Rodentia,Muridae,Taterillus,petteri,0) Present Natural range identical to IUCN range,None,NA,NA,30,30,0
Taterillus_pygargus,Rodentia,Muridae,Taterillus,pygargus,0) Present Natural range identical to IUCN range,None,NA,NA,64,64,0
Taterillus_tranieri,Rodentia,Muridae,Taterillus,tranieri,0) Present Natural range identical to IUCN range,None,NA,NA,18,18,0
Taxidea_taxus,Carnivora,Mustelidae,Taxidea,taxus,0) Present Natural range identical to IUCN range,None,NA,NA,1094,1094,0
Tayassu_pecari,Cetartiodactyla,Tayassuidae,Tayassu,pecari,0) Present Natural range identical to IUCN range,None,Added cells coded Extinct or Possibly Extinct by IUCN.,NA,1446,1674,228
Tenrec_ecaudatus,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,0) Present Natural range identical to IUCN range,None,NA,NA,91,91,0
Tetracerus_quadricornis,Cetartiodactyla,Bovidae,Tetracerus,quadricornis,0) Present Natural range identical to IUCN range,None,NA,NA,266,266,0
Tetrameryx_shuleri,Cetartiodactyla,Antilocapridae,Tetrameryx,shuleri,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,426,426
Thallomys_loringi,Rodentia,Muridae,Thallomys,loringi,0) Present Natural range identical to IUCN range,None,NA,NA,15,15,0
Thallomys_nigricauda,Rodentia,Muridae,Thallomys,nigricauda,0) Present Natural range identical to IUCN range,None,NA,NA,173,173,0
Thallomys_paedulcus,Rodentia,Muridae,Thallomys,paedulcus,0) Present Natural range identical to IUCN range,None,NA,NA,638,638,0
Thallomys_shortridgei,Rodentia,Muridae,Thallomys,shortridgei,0) Present Natural range identical to IUCN range,None,NA,NA,13,13,0
Thalpomys_cerradensis,Rodentia,Cricetidae,Thalpomys,cerradensis,0) Present Natural range identical to IUCN range,None,NA,NA,74,74,0
Thalpomys_lasiotis,Rodentia,Cricetidae,Thalpomys,lasiotis,0) Present Natural range identical to IUCN range,None,NA,NA,87,87,0
Thamnomys_kempi,Rodentia,Muridae,Thamnomys,kempi,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Thamnomys_schoutedeni,Rodentia,Muridae,Thamnomys,schoutedeni,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected as a line.,Disjunct range likely anthropogenic in cause.,Version 1.0,2,9,7
Thamnomys_venustus,Rodentia,Muridae,Thamnomys,venustus,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Thaptomys_nigrita,Rodentia,Cricetidae,Thaptomys,nigrita,0) Present Natural range identical to IUCN range,None,NA,NA,157,157,0
Theriodictis_tarijensis,Carnivora,Canidae,Theriodictis,tarijensis,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,152,152
Theropithecus_gelada,Primates,Cercopithecidae,Theropithecus,gelada,0) Present Natural range identical to IUCN range,None,NA,NA,21,21,0
Thomasomys_apeco,Rodentia,Cricetidae,Thomasomys,apeco,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Thomasomys_aureus,Rodentia,Cricetidae,Thomasomys,aureus,0) Present Natural range identical to IUCN range,None,NA,NA,117,117,0
Thomasomys_baeops,Rodentia,Cricetidae,Thomasomys,baeops,0) Present Natural range identical to IUCN range,None,NA,NA,26,26,0
Thomasomys_bombycinus,Rodentia,Cricetidae,Thomasomys,bombycinus,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
